Título,Textos em Itálico
É #FAKE que ministro da Educação fez post com a palavra 'celebral' no Twitter,nenhum texto em itálico encontrado
É #FAKE que governo federal decidiu demitir 396 mil servidores por fraude no auxílio emergencial,nenhum texto em itálico encontrado
É #FAKE que máscaras de tecido sejam ineficazes contra o coronavírus e que apenas trajes cobrindo o corpo todo protejam da Covid-19,nenhum texto em itálico encontrado
É #FAKE que cascas da laranja e do limão contenham princípios da cloroquina e da ivermectina e curem a Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que Brasil teve mais registros de mortes no primeiro semestre de 2019 do que no mesmo período de 2020,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que pessoas assintomáticas podem passar anticorpos para outras pessoas e torná-las imunes ao novo coronavírus,nenhum texto em itálico encontrado
É #FAKE que ministra Damares pode ter descoberto casos de pedofilia envolvendo 'urubus de capa',nenhum texto em itálico encontrado
É #FAKE que alto nível de vitamina D no organismo reduza a quase zero a chance de morte pela Covid,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que mistura de pimenta com mel e gengibre cure a Covid-19,nenhum texto em itálico encontrado
É #FAKE que pode ter o CRM cassado o médico que não prescrever hidroxicloroquina a pedido do paciente em casos de Covid,nenhum texto em itálico encontrado
É #FAKE que produto veterinário creolina cure a Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
"É #FAKE que isolamento social faça contaminados respirarem o próprio vírus, aumentando, assim, a carga viral",nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que cidade paulista de Porto Feliz não registrou óbito pela Covid-19 por conta de protocolo de cloroquina e azitromicina,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que médicos franceses protestaram ao descobrir que pandemia de Covid-19 é 'um golpe',nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que STF autorizou monitoramento do WhatsApp de todos os brasileiros,nenhum texto em itálico encontrado
É #FAKE que Câmara aprovou aborto até 22 semanas no Brasil,nenhum texto em itálico encontrado
É #FAKE que coletor usado em teste para coronavírus pode provocar dano cerebral,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre Mandetta ao lado de Gilmar Mendes em Lisboa,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que beber vodca ou uísque mate o coronavírus na garganta,nenhum texto em itálico encontrado
"É #FAKE que presos liberados da cadeia por conta da pandemia de Covid-19 cometeram 13,9% dos homicídios do país no mês de abril",nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE vídeo que diz que companhia aérea British Airways está encerrando as atividades,nenhum texto em itálico encontrado
É #FAKE que OMS considere desnecessário uso de máscara por quem não foi infectado pelo coronavírus,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
"É #FAKE que mistura de laranja, limão e melão-de-são-caetano cure a Covid-19",nenhum texto em itálico encontrado
É #FAKE que edição da revista 'Veja' de 2003 já falasse da Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE orientação para jogar água sanitária em rede de água de esgoto para evitar contaminação pelo coronavírus,nenhum texto em itálico encontrado
É #FAKE que família de Ciro Gomes é dona de 77 empresas de carros-pipa no Ceará,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre primeira-ministra da Austrália fingindo tomar vacina contra Covid-19,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que fotos mostrem obras concluídas em 18 meses de governo Bolsonaro,nenhum texto em itálico encontrado
É #FAKE que vídeos mostrem filha de Julia Roberts cantando música trilha de filme da atriz e 'Garota de Ipanema',nenhum texto em itálico encontrado
É #FAKE que médico congolês Prêmio Nobel da Paz disse que deixou cargo por ser obrigado a falsear dados da Covid-19,nenhum texto em itálico encontrado
É #FAKE carta com logo da ONU que prevê um só governo mundial e destruição das famílias,nenhum texto em itálico encontrado
É #FAKE que foto mostre Papa Francisco chorando pedindo o fim da pandemia do coronavírus,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que foto mostre soldados em obra no Rio São Francisco durante o governo Bolsonaro,nenhum texto em itálico encontrado
É #FAKE que pintura previu a pandemia de Covid-19 e está exposta desde 1994 em aeroporto dos EUA,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que termômetro digital infravermelho cause câncer e cegueira,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que foto mostre motorista ferido a pedrada após passageiro se recusar a usar máscara,nenhum texto em itálico encontrado
Título não encontrado,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre nuvem de gafanhotos em cidade da Paraíba,nenhum texto em itálico encontrado
É #FAKE que Weintraub terá acesso a contas de ministros do STF quando ocupar cargo de diretor do Banco Mundial,nenhum texto em itálico encontrado
"É #FAKE que novo ministro da Educação fez posts no Twitter com ofensas a Miriam Leitão, Bruno Gagliasso e ministros do STF",nenhum texto em itálico encontrado
É #FAKE que vídeo mostre fiscais do Ibama promovendo incêndio criminoso em área indígena,nenhum texto em itálico encontrado
É #FAKE tuíte atribuído a Felipe Neto com conteúdo pedófilo,nenhum texto em itálico encontrado
É #FAKE que cloroquina seja distribuída gratuitamente por toda a Europa para tratar a Covid-19,nenhum texto em itálico encontrado
É #FAKE que uso de máscara de proteção faça mal à saúde tornando o sangue mais ácido,nenhum texto em itálico encontrado
"É #FAKE que mistura caseira de água, sal e zinco seja comprovadamente eficaz contra o novo coronavírus",nenhum texto em itálico encontrado
É #FAKE que vídeo mostre fotos de fiéis mortos pela Covid-19 em igreja na Itália,nenhum texto em itálico encontrado
É #FAKE mensagem que fala em distribuição de almanaque da Turma da Mônica na quarentena,nenhum texto em itálico encontrado
É #FAKE que Frederick Wassef seja advogado de Adélio Bispo,nenhum texto em itálico encontrado
"É #FAKE que vídeo mostre profissionais do Hospital de Messejana, em Fortaleza, comemorando fechamento de ala de Covid-19 por falta de pacientes",nenhum texto em itálico encontrado
É #FAKE que vídeo mostre médicos comemorando fim da pandemia em Israel,nenhum texto em itálico encontrado
É #FAKE que texto sobre pandemia do medo foi escrito por C.S. Lewis,nenhum texto em itálico encontrado
É #FAKE que texto com críticas a Toffoli foi escrito por juíza da Escola da Magistratura do Rio de Janeiro,nenhum texto em itálico encontrado
É #FAKE que foto mostre Weintraub em avião pedindo silêncio após demissão e saída do Brasil,nenhum texto em itálico encontrado
É #FAKE que edição de revista publicada em 2003 fale do novo coronavírus,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre Alexandre de Moraes fazendo ameaças ao STF antes de ser ministro,nenhum texto em itálico encontrado
É #FAKE que Doria propôs que idosos sejam os primeiros a ser testados com a vacina contra o coronavírus,nenhum texto em itálico encontrado
É #FAKE que Lula pediu autorização do STF para viajar em lua-de-mel para Dubai,nenhum texto em itálico encontrado
É #FAKE que vacina contra o coronavírus a ser testada no Brasil só foi ministrada em macacos,nenhum texto em itálico encontrado
É #FAKE que foto mostre Joice Hasselmann sem máscara em hospital após contrair a Covid-19,nenhum texto em itálico encontrado
É #FAKE que governador do Ceará usa palavras chulas para se referir a decreto de isolamento social em vídeo,nenhum texto em itálico encontrado
É #FAKE que Senado debate projeto de lei que prevê prisão para religiosos que pregarem em horário noturno,nenhum texto em itálico encontrado
É #FAKE que foto mostre amígdalas de paciente com Covid-19,nenhum texto em itálico encontrado
É #FAKE que foto mostre o ministro do STF Marco Aurélio Mello com Fidel Castro,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre diretor-geral da OMS dançando em bar durante o isolamento social,nenhum texto em itálico encontrado
É #FAKE que máscaras são inócuas e podem causar infecção na garganta,nenhum texto em itálico encontrado
É #FAKE que foto mostre criminosos se passando por eletricistas no meio da pandemia do coronavírus,nenhum texto em itálico encontrado
É #FAKE que Doria firmou contrato com farmacêutica chinesa em 2019 para desenvolver vacina contra o coronavírus,nenhum texto em itálico encontrado
É #FAKE que pandemia de gripe suína teve início na China como as da Sars e da Covid-19,nenhum texto em itálico encontrado
É #FAKE que Secretaria da Saúde de Pernambuco distribuiu caixas de álcool em gel com areia a hospitais,nenhum texto em itálico encontrado
É #FAKE que carro pegou fogo e ele se alastrou em garagem em Belém após motorista passar álcool em gel na chave e ligar o veículo,nenhum texto em itálico encontrado
É #FAKE que projeto aprovado no Congresso permite invasão de domicílio para fiscalizar uso de máscara,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre baile funk e ninguém com máscara em favela do Rio após decisão do STF de proibir operações policiais,nenhum texto em itálico encontrado
É #FAKE que ministro interino da Saúde ordenou que não conste mais 'suspeita de Covid-19' nos atestados de óbito,nenhum texto em itálico encontrado
É #FAKE que foto mostre tacos com arame farpado apreendidos pela polícia em atos antifascistas no Brasil,nenhum texto em itálico encontrado
É #FAKE que Fernando Haddad fez festa de aniversário com vários convidados no meio da quarentena,nenhum texto em itálico encontrado
É #FAKE que enxofre destrua o coronavírus,nenhum texto em itálico encontrado
É #FAKE que OMS mudou classificação de idoso para pessoa com 80 anos ou mais,nenhum texto em itálico encontrado
É #FAKE que idoso empurrado por policiais nos EUA simulou agressão,nenhum texto em itálico encontrado
É #FAKE que o chá de artemísia é considerado a cura para a Covid-19,nenhum texto em itálico encontrado
É #FAKE que hospital de campanha do Anhembi ficou vazio,nenhum texto em itálico encontrado
É #FAKE que vídeo mostre pessoas abandonando as máscaras na Itália e que cenas revelem o fim da pandemia,nenhum texto em itálico encontrado
É #FAKE capa da revista Time com silhueta de Hitler e de Trump em seu bigode,nenhum texto em itálico encontrado
